listing_id,title,title_url,price,dates,age,usage,condition
9908929,The Secret,https://dubai.dubizzle.com/classified/books/nonfiction/self-helpmotivational-books/2017/4/8/the-secret-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=506,AED 40,2017-04-08,Brand New,Never Used,Flawless
9908928,The Go Point,https://dubai.dubizzle.com/classified/books/nonfiction/self-helpmotivational-books/2017/4/8/the-go-point-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=507,AED 25,2017-04-08,Brand New,Never Used,Flawless
9908926,Flat tummy club Diet,https://dubai.dubizzle.com/classified/books/nonfiction/sportshealth-books/2017/4/8/flat-tummy-club-diet-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=508,AED 25,2017-04-08,Brand New,Never Used,Flawless
9908925,The 10 Keys to Success,https://dubai.dubizzle.com/classified/books/nonfiction/self-helpmotivational-books/2017/4/8/the-10-keys-to-success-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=509,AED 10,2017-04-08,Brand New,Never Used,Flawless
9908924,Books - Asterix albums in FRENCH,https://alain.dubizzle.com/classified/books/fiction/other/2017/4/8/books-asterix-albums-in-french-39/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=510,AED 300,2017-04-08,5-10 years,Normal Usage,Excellent
9908923,Why Men Love $%&!#$%,https://dubai.dubizzle.com/classified/books/nonfiction/self-helpmotivational-books/2017/4/8/why-men-love-dubizzle-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=511,AED 35,2017-04-08,Brand New,Never Used,Flawless
9908922,Why Men Marry $%&!#$%,https://dubai.dubizzle.com/classified/books/nonfiction/self-helpmotivational-books/2017/4/8/why-men-marry-britches-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=512,AED 35,2017-04-08,Brand New,Never Used,Flawless
9908920,The Penguin Guide to English,https://dubai.dubizzle.com/classified/books/nonfiction/how-to-books/2017/4/8/the-penguin-guide-to-english-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=513,AED 50,2017-04-08,Brand New,Never Used,Flawless
9908919,Sanjeev Kapoor Tasty Eating for Healthy Livin...,https://dubai.dubizzle.com/classified/books/nonfiction/cook-books/2017/4/8/sanjeev-kapoor-tasty-eating-for-healthy-li-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=514,AED 50,2017-04-08,Brand New,Never Used,Flawless
9908917,Cook yourself thin faster,https://dubai.dubizzle.com/classified/books/nonfiction/cook-books/2017/4/8/cook-yourself-thin-faster-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=515,AED 50,2017-04-08,Brand New,Never Used,Flawless
9908914,50 Math and Science Games for Leadership,https://dubai.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/8/50-math-and-science-games-for-leadership-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=516,AED 25,2017-04-08,Brand New,Never Used,Flawless
9908913,Skinny $%&!#,https://dubai.dubizzle.com/classified/books/nonfiction/self-helpmotivational-books/2017/4/8/skinny-dubizzle-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=517,AED 25,2017-04-08,Brand New,Never Used,Flawless
9908911,Hypno Diet,https://dubai.dubizzle.com/classified/books/nonfiction/sportshealth-books/2017/4/8/hypno-diet-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=518,AED 30,2017-04-08,Brand New,Never Used,Flawless
9908910,The Best Value Career Book Ever,https://dubai.dubizzle.com/classified/books/nonfiction/businesssciencetechnology/2017/4/8/the-best-value-career-book-ever-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjA%3D&pos=519,AED 20,2017-04-08,Brand New,Never Used,Flawless
9908905,Grade 4 JSSPS all books for sale except Islam...,https://dubai.dubizzle.com/classified/books/textbooks/primary-school/2017/4/8/grade-4-jssps-all-books-for-sale-except-is-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=522,AED 150,2017-04-08,6-12 months,Light Usage,Flawless
9908903,IHS grade 5 books for sale @ Dhs 100,https://dubai.dubizzle.com/classified/books/textbooks/primary-school/2017/4/8/ihs-grade-5-books-for-sale-dhs-100-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=523,AED 100,2017-04-08,6-12 months,Light Usage,Flawless
9908902,Grade 10 CBSE BOOKS FOR SALE,https://dubai.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/8/grade-10-cbse-books-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=524,AED 150,2017-04-08,1-2 years,Normal Usage,Excellent
9908901,Novels,https://dubai.dubizzle.com/classified/books/fiction/classics/2017/4/8/novels-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=525,AED 40,2017-04-08,0-1 month,Used Once,Flawless
9908900,Lonely planet,https://dubai.dubizzle.com/classified/books/nonfiction/travel-books/2017/4/8/lonely-planet-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=526,AED 35,2017-04-08,1-6 months,Light Usage,Excellent
9908899,11th grade cbse science books and guides for ...,https://sharjah.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/8/11th-grade-cbse-science-books-and-guides-f-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=527,AED 5,2017-04-08,1-2 years,Light Usage,Flawless
9908898,Islamic books for sale,https://sharjah.dubizzle.com/classified/books/textbooks/primary-school/2017/4/8/islamic-books-for-sale-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=528,AED 30,2017-04-08,1-2 years,Light Usage,Flawless
9908897,test,https://sharjah.dubizzle.com/classified/books/audiobooks/other/2017/4/8/test-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=529,AED 123,2017-04-08,Brand New,Never Used,Flawless
9908896,BOOKs for CBSE| IIT JEE| BITSAT (Recommended),https://sharjah.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/8/books-for-cbse-iit-jee-bitsat-recommended--12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=530,AED 25,2017-04-08,1-2 years,Used Once,Flawless
9908895,CBSE 11th grade Comm. books,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/8/cbse-11th-grade-comm-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=531,AED 55,2017-04-08,1-2 years,Light Usage,Flawless
9908893,Grade 10 cbse textbooks n guides,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/8/grade-10-cbse-textbooks-n-guides-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=532,AED 200,2017-04-08,6-12 months,Light Usage,Flawless
9908892,CBSE Maths Guide Grade 11- R D Sharma- Dhs.25,https://dubai.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/8/cbse-maths-guide-grade-11-r-d-sharma-dhs25-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=533,AED 25,2017-04-08,1-2 years,Light Usage,Excellent
9908890,Novel,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/7/novel-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=534,AED 10,2017-04-08,6-12 months,Used Once,Excellent
9908888,It is india international school books grade ...,https://sharjah.dubizzle.com/classified/books/textbooks/primary-school/2017/4/7/it-is-india-international-school-books-gra-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=535,AED 90,2017-04-08,1-2 years,Light Usage,Flawless
9908886,Icse study guides,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/icse-study-guides-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=536,AED 200,2017-04-07,1-2 years,Light Usage,Flawless
9908885,8 G.B Pen Quran available in whole sale price...,https://dubai.dubizzle.com/classified/books/audiobooks/other/2017/4/7/8-gb-pen-quran-available-in-whole-sale-pri-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=537,AED 75,2017-04-07,Brand New,Never Used,Flawless
9908884,Books for sale,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/7/books-for-sale-2-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=538,AED 45,2017-04-07,1-2 years,Used Once,Flawless
9908883,Fiction and non fiction great selection books,https://dubai.dubizzle.com/classified/books/fiction/mysterythriller/2017/4/7/fiction-and-non-fiction-great-selection-bo-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=539,AED 5,2017-04-07,0-1 month,Used Once,Flawless
9908882,Books for IGCSE| IB| MYP,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/books-for-igcse-ib-myp-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=540,AED 20,2017-04-07,6-12 months,Light Usage,Excellent
9908881,Textbooks,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/textbooks-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=541,AED 45,2017-04-07,6-12 months,Never Used,Flawless
9908877,Textbooks for sale,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/textbooks-for-sale-2-6/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=542,AED 30,2017-04-07,6-12 months,Used Once,Flawless
9908876,textbooks for sale,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/textbooks-for-sale-2-5/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=543,AED 65,2017-04-07,6-12 months,Never Used,Flawless
9908875,Tution,https://dubai.dubizzle.com/classified/books/audiobooks/children/2017/4/7/tution-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=544,AED 300,2017-04-07,2-5 years,Light Usage,Flawless
9908873,textbooks for sale,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/textbooks-for-sale-2-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjE%3D&pos=545,AED 65,2017-04-07,6-12 months,Never Used,Flawless
9908871,Books,https://abudhabi.dubizzle.com/classified/books/fiction/other/2017/4/7/books-3-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=548,AED 5,2017-04-07,6-12 months,Normal Usage,Excellent
9908869,Textbooks for sale,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/textbooks-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=549,AED 30,2017-04-07,6-12 months,Light Usage,Good
9908867,MCSE windows 2000 professional book for sale ...,https://sharjah.dubizzle.com/classified/books/nonfiction/businesssciencetechnology/2017/4/7/mcse-windows-2000-professional-book-for-sa-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=550,AED 25,2017-04-07,1-6 months,Light Usage,Flawless
9908865,FINANCE BOOKS FOR SALE,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/finance-books-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=551,AED 80,2017-04-07,1-6 months,Normal Usage,Good
9908864,books for university and new joiner,https://abudhabi.dubizzle.com/classified/books/textbooks/university/2017/4/7/books-for-university-and-new-joiner-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=552,AED 30,2017-04-07,1-6 months,Used Once,Flawless
9908861,Harry Potter book,https://abudhabi.dubizzle.com/classified/books/fiction/fantasysci-fi/2017/4/7/harry-potter-book-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=553,AED 5,2017-04-07,2-5 years,Light Usage,Excellent
9908860,Lonely planet books,https://abudhabi.dubizzle.com/classified/books/nonfiction/travel-books/2017/4/7/lonely-planet-books-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=554,AED 10,2017-04-07,2-5 years,Normal Usage,Excellent
9908859,Books for SALE!,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/books-for-sale--2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=555,AED 20,2017-04-07,0-1 month,Light Usage,Excellent
9908858,New Zealand Wlderness magazines 2016-17,https://dubai.dubizzle.com/classified/books/nonfiction/other/2017/4/7/new-zealand-wlderness-magazines-2016-17-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=556,AED 15,2017-04-07,1-6 months,Used Once,Flawless
9908853,Kids Books for Sale,https://dubai.dubizzle.com/classified/books/childrens-books/fiction/2017/4/7/kids-books-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=557,AED 20,2017-04-07,1-6 months,Used Once,Flawless
9908852,Kids books for sale AED15 for both,https://dubai.dubizzle.com/classified/books/childrens-books/fiction/2017/4/7/kids-books-for-sale-aed15-for-both-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=558,AED 15,2017-04-07,0-1 month,Used Once,Flawless
9908850,Cbse books for sale,https://sharjah.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/cbse-books-for-sale-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=559,AED 200,2017-04-07,6-12 months,Normal Usage,Excellent
9908849,Red Hat Fedora 5,https://sharjah.dubizzle.com/classified/books/textbooks/university/2017/4/7/red-hat-fedora-5-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=560,AED 60,2017-04-07,1-2 years,Light Usage,Flawless
9908848,tuition classes available from 1st grade to 7...,https://abudhabi.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/tuition-classes-available-from-1st-grade-t-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=561,AED 150,2017-04-07,Brand New,Never Used,Flawless
9908847,Various books for sale - AED 5| 10| 20,https://sharjah.dubizzle.com/classified/books/childrens-books/educational-books/2017/4/7/various-books-for-sale-aed-5-10-20-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=562,AED 5,2017-04-07,0-1 month,Light Usage,Excellent
9908846,PHP 5 Learning book,https://sharjah.dubizzle.com/classified/books/textbooks/university/2017/4/7/php-5-learning-book-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=563,AED 60,2017-04-07,1-2 years,Light Usage,Flawless
9908845,William Eggleston - Los Alamos Revisited 3 vo...,https://dubai.dubizzle.com/classified/books/nonfiction/picture-books/2017/4/7/william-eggleston-los-alamos-revisited-3-v-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=564,AED 545,2017-04-07,6-12 months,Light Usage,Flawless
9908843,Basic business accounting,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/7/basic-business-accounting-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=565,AED 150,2017-04-07,6-12 months,Light Usage,Flawless
9908842,Introductory principles of finance,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/7/introductory-principles-of-finance-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=566,AED 100,2017-04-07,1-6 months,Light Usage,Flawless
9908841,Accounting 6th edition. Horngren & Harris...,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/7/accounting-6th-edition-horngren-amp-harris-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=567,AED 120,2017-04-07,1-6 months,Light Usage,Flawless
9908840,Business law. Andy Gibson| Douglas Fraiser,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/7/business-law-andy-gibson-douglas-fraiser-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=568,AED 150,2017-04-07,1-6 months,Light Usage,Flawless
9908839,Comic book,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/7/comic-book-2-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=569,AED 850,2017-04-07,10+ years,Never Used,Flawless
9908836,New Dork Diary books,https://dubai.dubizzle.com/classified/books/childrens-books/fiction/2017/4/7/new-dork-diary-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=570,AED 180,2017-04-07,Brand New,Never Used,Flawless
9908834,IELTS Books / IELTS English books,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/7/ielts-books-ielts-english-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjI%3D&pos=571,AED 75,2017-04-07,6-12 months,Light Usage,Flawless
9908832,Matha Class 12 RD Sharma books for sale,https://abudhabi.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/7/matha-class-12-rd-sharma-books-for-sale-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=574,AED 70,2017-04-07,Brand New,Used Once,Flawless
9908830,Medical coding Books for Rent -CPC| CIC CCS E...,https://abudhabi.dubizzle.com/classified/books/textbooks/university/2017/4/7/books-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=575,AED 200,2017-04-07,0-1 month,Used Once,Flawless
9908829,Class 10.11 and 12 CBSE books and guides,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/7/class-1011-and-12-cbse-books-and-guides-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=576,AED 500,2017-04-07,1-2 years,Light Usage,Flawless
9908827,MANY BOOKS ON ARCHITECTURE,https://dubai.dubizzle.com/classified/books/nonfiction/businesssciencetechnology/2017/4/7/many-books-on-architecture-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=577,AED 180,2017-04-07,1-2 years,Light Usage,Flawless
9908824,CHEMICAL ENGINEERING Text Books - All subject...,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/6/chemical-engineering-text-books-all-subjec-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=578,AED 50,2017-04-06,5-10 years,Light Usage,Excellent
9908822,gulf asain english school sharjah grade 4,https://sharjah.dubizzle.com/classified/books/textbooks/primary-school/2017/4/6/gulf-asain-english-school-sharjah-grade-4-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=579,AED 100,2017-04-06,0-1 month,Light Usage,Flawless
9908821,gulf asian english school sharjah gr 5 school,https://sharjah.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/6/gulf-asian-english-school-sharjah-gr-5-sch-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=580,AED 130,2017-04-06,0-1 month,Light Usage,Flawless
9908820,Grade 2 CBSE Arabic textbook and workbook for...,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/6/grade-2-cbse-arabic-textbook-and-workbook--2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=581,AED 30,2017-04-06,6-12 months,Light Usage,Flawless
9908819,Gulf Asian English School Sharjah grade 6 boo...,https://sharjah.dubizzle.com/classified/books/textbooks/primary-school/2017/4/6/gulf-asian-english-school-sharjah-grade-6--12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=582,AED 150,2017-04-06,1-6 months,Light Usage,Flawless
9908818,Arabic textbook grade 9 Ihs for sale,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/6/arabic-textbook-grade-9-ihs-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=583,AED 30,2017-04-06,6-12 months,Light Usage,Flawless
9908815,Nims Sharjah grd 1 books for sale,https://sharjah.dubizzle.com/classified/books/textbooks/primary-school/2017/4/6/nims-sharjah-grd-1-books-for-sale-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=584,AED 100,2017-04-06,0-1 month,Light Usage,Flawless
9908814,Dairy of a wimpy kid,https://dubai.dubizzle.com/classified/books/childrens-books/other/2017/4/6/dairy-of-a-wimpy-kid-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=585,AED 120,2017-04-06,1-6 months,Light Usage,Excellent
9908811,grade 6 Islamic text /work book,https://ajman.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/6/grade-6-islamic-text-work-book-14/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=586,AED 40,2017-04-06,6-12 months,Normal Usage,Excellent
9908810,sony ebook reader PRS 600,https://dubai.dubizzle.com/classified/books/digitale-books/other/2017/4/6/sony-ebook-reader-prs-600-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=587,AED 100,2017-04-06,2-5 years,Normal Usage,Good
9908808,Class 9 Best books|guides and refereshers and...,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/6/class-9-best-guides-and-refereshers-and-cb-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=588,AED 10,2017-04-06,6-12 months,Normal Usage,Excellent
9908807,CBSE IX textbooks for sale,https://abudhabi.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/6/cbse-ix-textbooks-for-sale-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=589,AED 50,2017-04-06,6-12 months,Normal Usage,Excellent
9908805,Game of thrones original book series,https://dubai.dubizzle.com/classified/books/fiction/fantasysci-fi/2017/4/6/game-of-thrones-original-book-series-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=590,AED 170,2017-04-06,0-1 month,Never Used,Flawless
9908801,Bleach manga volumes for sale (59|60|61|62),https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/6/bleach-manga-volumes-for-sale-59-60-61-62--2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=591,AED 30,2017-04-06,0-1 month,Used Once,Excellent
9908799,Blue Exorcist Manga Volumes (2|5|6|10|12),https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/6/blue-exorcist-manga-volumes-2-5-6-10-12--2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=592,AED 30,2017-04-06,0-1 month,Used Once,Excellent
9908797,KAPLAN USMLE STEP 2 CK Lecture Notes 2017,https://dubai.dubizzle.com/classified/books/digitale-books/textbooks/2017/4/6/kaplan-usmle-step-2-ck-lecture-notes-2017-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=593,AED 550,2017-04-06,Brand New,Never Used,Flawless
9908794,CBSE ACCOUNTING 11TH GRADE TEXT BOOK 2015 EDI...,https://sharjah.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/6/cbse-accounting-11th-grade-text-book-2015--12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=594,AED 30,2017-04-06,1-2 years,Light Usage,Flawless
9908793,CBSE PSYCHOLOGY 12TH GUIDE,https://sharjah.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/6/cbse-psychology-12th-guide-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=595,AED 30,2017-04-06,6-12 months,Used Once,Flawless
9908792,CBSE POLITICAL SCIENCE TEXT BOOK,https://sharjah.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/6/cbse-political-science-text-book-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=596,AED 20,2017-04-06,6-12 months,Light Usage,Flawless
9908791,A FIT MOTHER BY KATE COOK| PAPERBACK,https://dubai.dubizzle.com/classified/books/nonfiction/self-helpmotivational-books/2017/4/6/a-fit-mother-by-kate-cook-paperback-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjM%3D&pos=597,AED 10,2017-04-06,1-2 years,Light Usage,Excellent
9908789,IHS Grade 9 Books,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/6/ihs-grade-9-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjQ%3D&pos=600,AED 70,2017-04-06,1-2 years,Normal Usage,Good
9908788,20 ARCHIES COMICS FOR 100dhs,https://dubai.dubizzle.com/classified/books/childrens-books/fiction/2017/4/6/20-archies-comics-for-100dhs-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjQ%3D&pos=601,AED 100,2017-04-06,1-2 years,Normal Usage,Average
9908786,1st std arabic txt and wrkbuk and sst for jus...,https://sharjah.dubizzle.com/classified/books/textbooks/primary-school/2017/4/6/1st-std-arabic-txt-and-wrkbuk-and-sst-for--12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjQ%3D&pos=602,AED 35,2017-04-06,6-12 months,Light Usage,Excellent
9908785,4TH STD NINS TXT BOOKS FOR JUST AED 85 ONLY,https://sharjah.dubizzle.com/classified/books/textbooks/primary-school/2017/4/6/4th-std-nins-txt-books-for-just-aed-85-onl-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjQ%3D&pos=603,AED 85,2017-04-06,6-12 months,Light Usage,Excellent
9908784,Basic Idioms in American English (Book1),https://dubai.dubizzle.com/classified/books/nonfiction/self-helpmotivational-books/2017/4/6/basic-idioms-in-american-english-book1--2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjQ%3D&pos=604,AED 35,2017-04-06,10+ years,Used Once,Good
9908783,Brand new- Sealed-2016 GMAT Official Guide,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/6/brand-new-sealed-2016-gmat-official-guide-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjQ%3D&pos=605,AED 380,2017-04-06,0-1 month,Never Used,Flawless
9908780,501 Must Read Books,https://dubai.dubizzle.com/classified/books/nonfiction/self-helpmotivational-books/2017/4/6/501-must-read-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjQ%3D&pos=606,AED 120,2017-04-06,10+ years,Used Once,Flawless
9908779,The Change-Your-Life Quote Book,https://dubai.dubizzle.com/classified/books/nonfiction/self-helpmotivational-books/2017/4/6/the-change-your-life-quote-book-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MjQ%3D&pos=607,AED 25,2017-04-06,10+ years,Used Once,Flawless
