listing_id,title,title_url,price,dates,age,usage,condition
9909555,Game of thrones 5 books Negotiable,https://abudhabi.dubizzle.com/classified/books/fiction/actionadventure/2017/4/15/game-of-thrones-5-books-negotiable-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=2,AED 300,2017-04-15,Brand New,Never Used,Flawless
9909554,Books,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/15/books-2-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=3,AED 45,2017-04-15,1-6 months,Used Once,Flawless
9909553,الرجال من المريخ، النساء من الزهرة,https://dubai.dubizzle.com/classified/books/nonfiction/other/2017/4/15/%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A1-%D9%85%D9%86-%D8%A7%D9%84%D8%B2%D9%87%D8%B1%D8%A9-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=4,AED 20,2017-04-15,جديد,لم يتم الاستخدام أبداً,بلا عيوب
9909552,كتب خاصة بدورة ICDL  الاصدار الخامس بسعر خيا...,https://abudhabi.dubizzle.com/classified/books/nonfiction/businesssciencetechnology/2017/4/15/7-%D9%83%D8%AA%D8%A8-%D8%AE%D8%A7%D8%B5%D8%A9-%D8%A8%D8%AF%D9%88%D8%B1%D8%A9-icdl-%D8%A7%D9%84%D8%A7%D8%B5%D8%AF%D8%A7%D8%B1-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A8%D8%B3%D8%B9%D8%B1--3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=5,AED 70,2017-04-15,1-2 years,Used Once,Flawless
9909551,SAT chemistry book,https://abudhabi.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/15/sat-chemistry-book-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=6,AED 60,2017-04-15,Brand New,Never Used,Flawless
9909550,Grade10 golden social guide,https://sharjah.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/15/grade10-golden-social-guide-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=7,AED 20,2017-04-15,1-6 months,Light Usage,Flawless
9909549,Grade 10 term1 oswaal guides,https://sharjah.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/15/grade-10-term1-oswaal-guides-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=8,AED 10,2017-04-15,1-6 months,Light Usage,Flawless
9909547,Grade10 maths RD SHARMA guide,https://sharjah.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/15/grade10-maths-rd-sharma-guide-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=9,AED 25,2017-04-15,1-6 months,Light Usage,Flawless
9909546,TEN years of Time Out Dubai magazines - a pie...,https://dubai.dubizzle.com/classified/books/nonfiction/other/2017/4/15/ten-years-of-time-out-dubai-magazines-a-pi-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=10,AED 10,2017-04-15,10+ years,Normal Usage,Good
9909545,Mathville book-8 & more books,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/15/mathville-book-8-amp-more-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=11,AED 5,2017-04-15,1-2 years,Normal Usage,Excellent
9909544,كتاب سير أعلام النبلاء,https://dubai.dubizzle.com/classified/books/nonfiction/historybiography/2017/4/15/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B3%D9%8A%D8%B1-%D8%A3%D8%B9%D9%84%D8%A7%D9%85-%D8%A7%D9%84%D9%86%D8%A8%D9%84%D8%A7%D8%A1-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=12,AED 290,2017-04-15,0-1 month,Used Once,Flawless
9909543,4 x Pregnancy books for sale at 20AED each pl...,https://dubai.dubizzle.com/classified/books/nonfiction/sportshealth-books/2017/4/15/4-x-pregnancy-books-for-sale-at-20aed-each-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=13,AED 20,2017-04-15,6-12 months,Light Usage,Excellent
9909542,Used books,https://abudhabi.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/15/used-books-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=14,AED 30,2017-04-15,1-2 years,Normal Usage,Good
9909541,Book shelf,https://abudhabi.dubizzle.com/classified/books/book-accessories/other/2017/4/15/book-shelf-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=15,AED 70,2017-04-15,5-10 years,Normal Usage,Excellent
9909539,IGCSE Physics past papers,https://sharjah.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/15/igcse-physics-past-papers-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=16,AED 500,2017-04-15,جديد,لم يتم الاستخدام أبداً,بلا عيوب
9909537,Math past papers,https://sharjah.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/15/math-past-papers-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=17,AED 500,2017-04-15,جديد,لم يتم الاستخدام أبداً,بلا عيوب
9909536,Guides/Support Books For Sale,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/15/guidessupport-books-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=18,AED 100,2017-04-15,6-12 months,Light Usage,Excellent
9909535,Past papers examination chemistry,https://sharjah.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/15/past-papers-examination-chemistry-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=19,AED 500,2017-04-15,جديد,لم يتم الاستخدام أبداً,بلا عيوب
9909534,SAT 2 Subject books,https://dubai.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/15/sat-2-subject-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=20,AED 75,2017-04-15,6-12 months,Light Usage,Excellent
9909533,book,https://abudhabi.dubizzle.com/classified/books/nonfiction/other/2017/4/15/book-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=21,AED 80,2017-04-15,0-1 month,Never Used,Flawless
9909532,Conspiracy 365,https://dubai.dubizzle.com/classified/books/fiction/actionadventure/2017/4/15/conspiracy-365-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=22,AED 120,2017-04-15,6-12 months,Light Usage,Excellent
9909531,Books,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/15/books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=23,AED 15,2017-04-15,1-2 years,Normal Usage,Good
9909530,James Patterson books,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/15/james-patterson-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=24,AED 5,2017-04-15,2-5 years,Normal Usage,Excellent
9909528,Business managment self help books Urgent Sal...,https://dubai.dubizzle.com/classified/books/nonfiction/businesssciencetechnology/2017/4/15/business-managment-self-help-books-urgent--2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9MQ%3D%3D&pos=25,AED 20,2017-04-15,1-6 months,Never Used,Flawless
9909526,New Business setups and Renewal Licenses Offi...,https://dubai.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/15/new-business-setups-and-renewal-licenses-o-2-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=28,AED 2000,2017-04-15,Brand New,Never Used,Flawless
9909525,New Business setups and Renewal Licenses Offi...,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/15/new-business-setups-and-renewal-licenses-o-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=29,AED 2000,2017-04-15,Brand New,Never Used,Flawless
9909522,encylopedias for less,https://alain.dubizzle.com/classified/books/childrens-books/educational-books/2017/4/15/encylopedias-for-less-39/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=30,AED 40,2017-04-15,6-12 months,Used Once,Excellent
9909521,Tution classes available@Deira| Abu Hail| Hor...,https://dubai.dubizzle.com/classified/books/textbooks/primary-school/2017/4/15/tution-classes-available-deira-abu-hail-ho-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=31,AED 500,2017-04-15,2-5 years,Normal Usage,Good
9909520,The Secret Player,https://dubai.dubizzle.com/classified/books/nonfiction/historybiography/2017/4/15/the-secret-player-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=32,AED 1,2017-04-15,2-5 years,Light Usage,Excellent
9909519,Expat Leaving Books Sale,https://dubai.dubizzle.com/classified/books/nonfiction/other/2017/4/15/expat-leaving-books-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=33,AED 10,2017-04-15,6-12 months,Used Once,Flawless
9909518,Grade 11 & 12 books for sale,https://dubai.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/15/grade-11-amp-12-books-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=34,AED 20,2017-04-15,Brand New,Never Used,Flawless
9909517,4 Technology Books,https://dubai.dubizzle.com/classified/books/nonfiction/businesssciencetechnology/2017/4/15/4-technology-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=35,AED 80,2017-04-15,2-5 years,Light Usage,Excellent
9909516,All 11th grade cbse commerce with maths books,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/15/all-11th-grade-cbse-commerce-with-maths-bo-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=36,AED 50,2017-04-15,1-2 years,Light Usage,Flawless
9909515,Books for children,https://abudhabi.dubizzle.com/classified/books/childrens-books/picturepop-up-books/2017/4/15/books-for-children-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=37,AED 100,2017-04-15,1-2 years,Normal Usage,Flawless
9909514,Biology guides - Grade 11 - CBSE,https://abudhabi.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/15/biology-guides-grade-11-cbse-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=38,AED 60,2017-04-15,1-6 months,Normal Usage,Flawless
9909513,Story books for sale,https://sharjah.dubizzle.com/classified/books/childrens-books/other/2017/4/15/story-books-for-sale-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=39,AED 5,2017-04-15,6-12 months,Light Usage,Flawless
9909512,Islamic book at 30,https://sharjah.dubizzle.com/classified/books/textbooks/primary-school/2017/4/15/islamic-book-at-30-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=40,AED 30,2017-04-15,1-2 years,Light Usage,Flawless
9909511,IB Physics| AP| SAT | SAT Subject| PSAT| SSAT...,https://dubai.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/15/ib-physics-ap-sat-sat-subject-psat-ssat-bo-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=41,AED 20,2017-04-15,2-5 years,Light Usage,Excellent
9909510,Xam Idea Mathematics 12th 2015 Edition Book f...,https://sharjah.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/15/xam-idea-mathematics-12th-2015-edition-boo-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=42,AED 20,2017-04-15,1-2 years,Light Usage,Good
9909509,Xam Idea English 12th 2017 Edition Book for S...,https://sharjah.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/15/xam-idea-english-12th-2017-edition-book-fo-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=43,AED 50,2017-04-15,1-6 months,Light Usage,Excellent
9909505,Goosebumps books Story book,https://abudhabi.dubizzle.com/classified/books/childrens-books/fiction/2017/4/14/goosebumps-books-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=44,AED 500,2017-04-15,Brand New,Never Used,Flawless
9909503,Grade 10 Guides | All subjects,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/grade-10-guides-all-subjects-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=45,AED 200,2017-04-15,Brand New,Never Used,Flawless
9909502,Xam Idea Biology 12th 2016 Edition Book for S...,https://sharjah.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/14/xam-idea-biology-12th-book-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=46,AED 30,2017-04-14,6-12 months,Light Usage,Good
9909501,Xam Idea Mathematics 12th 2016 Edition Book f...,https://sharjah.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/14/xam-idea-mathematics-12th-book-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=47,AED 30,2017-04-14,6-12 months,Light Usage,Good
9909500,Xam Idea Chemistry 12th 2016 Edition Book for...,https://sharjah.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/14/xam-idea-chemistry-12th-book-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=48,AED 30,2017-04-14,6-12 months,Light Usage,Good
9909499,Xam Idea Physics 12th 2016 Edition Book for S...,https://sharjah.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/14/xam-idea-physics-12th-book-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=49,AED 30,2017-04-14,6-12 months,Light Usage,Good
9909498,Books for sale,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/14/books-for-sale-2-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=50,AED 5,2017-04-14,1-2 years,Light Usage,Flawless
9909497,Grade 4 Textbooks,https://dubai.dubizzle.com/classified/books/textbooks/primary-school/2017/4/14/grade-4-textbooks-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mg%3D%3D&pos=51,AED 80,2017-04-14,1-2 years,Light Usage,Excellent
9909495,IGC Nebosh original book,https://abudhabi.dubizzle.com/classified/books/nonfiction/other/2017/4/14/igc-nebosh-original-book-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=54,AED 100,2017-04-14,6-12 months,Light Usage,Flawless
9909494,GMAT official guide 12th Edition | Brand New,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/14/gmat-official-guide-12th-edition-brand-new-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=55,AED 50,2017-04-14,1-2 years,Used Once,Flawless
9909493,Hundreds of books for sale AED 5 to 20 each,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/14/hundreds-of-books-for-sale-aed-5-to-20-eac-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=56,AED 10,2017-04-14,6-12 months,Used Once,Excellent
9909492,Grade 10th need books,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/grade-10th-need-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=57,AED 1,2017-04-14,6-12 months,Used Once,Flawless
9909491,Books for sale,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/14/books-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=58,AED 10,2017-04-14,1-6 months,Light Usage,Excellent
9909490,6th Grade American Curriculum Study Books - F...,https://dubai.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/14/6th-grade-american-curriculum-study-books--2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=59,AED 2500,2017-04-14,6-12 months,Light Usage,Excellent
9909489,Grade 4 CBSE textbooks for sale,https://dubai.dubizzle.com/classified/books/textbooks/primary-school/2017/4/14/grade-4-cbse-textbooks-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=60,AED 30,2017-04-14,6-12 months,Light Usage,Flawless
9909488,Grade 10 CBSE textbooks and guides for sale,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/grade-10-cbse-textbooks-and-guides-for-sal-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=61,AED 100,2017-04-14,6-12 months,Light Usage,Flawless
9909487,westminister grade 1 books,https://dubai.dubizzle.com/classified/books/textbooks/primary-school/2017/4/14/westminister-grade-1-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=62,AED 100,2017-04-14,1-6 months,Light Usage,Excellent
9909486,book,https://sharjah.dubizzle.com/classified/books/textbooks/university/2017/4/14/book-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=63,AED 100,2017-04-14,1-2 years,Normal Usage,Excellent
9909485,Cessna cleared for Takeoff Kit Books and Inte...,https://abudhabi.dubizzle.com/classified/books/digitale-books/other/2017/4/14/cessna-cleared-for-takeoff-kit-books-and-i-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=64,AED 900,2017-04-14,6-12 months,Never Used,Flawless
9909484,English course (communicative) workbook grade...,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/english-course-communicative-workbook-grad-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=65,AED 20,2017-04-14,6-12 months,Light Usage,Excellent
9909483,School story books for sale,https://abudhabi.dubizzle.com/classified/books/childrens-books/educational-books/2017/4/14/school-story-books-for-sale-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=66,AED 15,2017-04-14,1-2 years,Normal Usage,Good
9909482,Diary of the wimpy kid books for sale,https://abudhabi.dubizzle.com/classified/books/childrens-books/fiction/2017/4/14/diary-of-the-wimpy-kid-books-for-sale-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=67,AED 15,2017-04-14,1-2 years,Light Usage,Good
9909481,UAE Social studies text book grade 9,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/uae-social-studies-text-book-grade-9-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=68,AED 15,2017-04-14,6-12 months,Light Usage,Excellent
9909480,book,https://abudhabi.dubizzle.com/classified/books/nonfiction/other/2017/4/14/book-3/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=69,AED 60,2017-04-14,0-1 month,Never Used,Flawless
9909479,CBSE GRADE 11 PHYSICS REFERENCE BOOKS,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/cbse-grade-11-physics-reference-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=70,AED 75,2017-04-14,Brand New,Never Used,Flawless
9909478,Leadership Mastery by Dale Carnegie Training,https://dubai.dubizzle.com/classified/books/audiobooks/nonfiction/2017/4/14/leadership-mastery-by-dale-carnegie-traini-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=71,AED 20,2017-04-14,Brand New,Never Used,Flawless
9909477,JAPANESE CLASSES AVAILABLE,https://dubai.dubizzle.com/classified/books/nonfiction/travel-books/2017/4/14/japanese-classes-available-2-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=72,AED 3200,2017-04-14,10+ years,Never Used,Flawless
9909476,JAPANESE CLASSES AVAILABLE,https://dubai.dubizzle.com/classified/books/nonfiction/other/2017/4/14/japanese-classes-available-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=73,AED 3200,2017-04-14,10+ years,Never Used,Flawless
9909475,Story books for sale,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/14/story-books-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=74,AED 5,2017-04-14,1-2 years,Light Usage,Good
9909474,Story books for sale !,https://dubai.dubizzle.com/classified/books/childrens-books/other/2017/4/14/story-books-for-sale--2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=75,AED 9,2017-04-14,6-12 months,Used Once,Excellent
9909473,Physics and chemistry Guides for sale,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/physics-and-chemistry-guides-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=76,AED 50,2017-04-14,0-1 month,Used Once,Flawless
9909471,University books,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/14/university-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9Mw%3D%3D&pos=77,AED 5,2017-04-14,1-6 months,Never Used,Flawless
9909469,The Muslim World Today,https://dubai.dubizzle.com/classified/books/textbooks/university/2017/4/14/the-muslim-world-today-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=80,AED 20,2017-04-14,1-6 months,Never Used,Flawless
9909468,Books,https://dubai.dubizzle.com/classified/books/nonfiction/other/2017/4/14/books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=81,AED 1,2017-04-14,1-6 months,Light Usage,Flawless
9909462,Books,https://sharjah.dubizzle.com/classified/books/fiction/other/2017/4/14/books-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=82,AED 1,2017-04-14,1-6 months,Used Once,Flawless
9909461,Swedish & English Books (mix: pre-school|...,https://dubai.dubizzle.com/classified/books/nonfiction/other/2017/4/14/swedish-amp-english-books-mix-pre-school-t-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=83,AED 10,2017-04-14,5-10 years,Light Usage,Flawless
9909460,Fiction Books,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/14/fiction-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=84,AED 15,2017-04-14,1-6 months,Used Once,Flawless
9909459,Wimpy Kid Books,https://sharjah.dubizzle.com/classified/books/childrens-books/nonfiction/2017/4/14/wimpy-kid-books-12/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=85,AED 1,2017-04-14,1-6 months,Used Once,Flawless
9909457,Text book grade 3 habital school,https://ajman.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/text-book-grade-3-habital-school-14/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=86,AED 120,2017-04-14,1-6 months,Normal Usage,Flawless
9909456,Grade 9 DPS academic windows books,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/grade-9-dps-academic-windows-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=87,AED 100,2017-04-14,6-12 months,Light Usage,Poor
9909455,Books for rent,https://dubai.dubizzle.com/classified/books/fiction/other/2017/4/14/book-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=88,AED 5,2017-04-14,0-1 month,Used Once,Flawless
9909453,9th grade all guides,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/9th-grade-all-guides-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=89,AED 15,2017-04-14,6-12 months,Used Once,Flawless
9909452,Library,https://dubai.dubizzle.com/classified/books/digitale-books/other/2017/4/14/library-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=90,AED 125,2017-04-14,1-2 years,Light Usage,Flawless
9909451,Kid's Items & Books,https://dubai.dubizzle.com/classified/books/childrens-books/other/2017/4/14/kid-s-items-amp-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=91,AED 15,2017-04-14,1-2 years,Light Usage,Flawless
9909450,GRADE 9 CBSE Golden Guide books,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/grade-9-cbse-golden-guide-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=92,AED 30,2017-04-14,6-12 months,Light Usage,Excellent
9909449,NCERT GUIDES FOR SALE,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/ncert-guides-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=93,AED 25,2017-04-14,1-6 months,Used Once,Flawless
9909448,Grade 9 CBSE  X am Idea CCE Series books,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/grade-9-cbse-x-am-idea-cce-series-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=94,AED 100,2017-04-14,6-12 months,Light Usage,Excellent
9909447,Grade 9 CBSE Full Marks guide books,https://dubai.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/14/grade-9-cbse-full-marks-guide-books-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=95,AED 95,2017-04-14,6-12 months,Light Usage,Flawless
9909446,CBSE BOOKS FOR SALE,https://dubai.dubizzle.com/classified/books/textbooks/a-levelshigh-school/2017/4/14/cbse-books-for-sale-2-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=96,AED 250,2017-04-14,6-12 months,Light Usage,Flawless
9909445,RD Sharma  Maths 10th guide,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/rd-sharma-maths-10th-guide-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=97,AED 50,2017-04-14,1-2 years,Light Usage,Excellent
9909444,CBSE Books for sale,https://dubai.dubizzle.com/classified/books/textbooks/secondary-school/2017/4/14/cbse-books-for-sale-2/?back=L2NsYXNzaWZpZWQvYm9va3MvP3BhZ2U9NA%3D%3D&pos=98,AED 200,2017-04-14,6-12 months,Normal Usage,Flawless
