supcCode,productUrl,breadCrumData,imageLink,productTitle,higlights,Description
SDL079553502,http://www.snapdeal.com/product/total-gym-12-kg-adjustable/656822992467,Sports & Fitness > Fitness > Fitness Equipment > Total Gym 12 Kg Adjustable Dumbell,http://n4.sdlcdn.com/imgs/a/y/3/Total-Gym-12-Kg-Adjustable-SDL079553502-1-23204.jpg,Total Gym 12 Kg Adjustable Dumbell,Brand: Total fit Subcategory: Dumb bells Size: - Compartments: - Pocket: - Material: Rubber weight ; Leather gloves Disclaimer: The images represent actual product though color of the image and product may slightly differ Warranty: SUPC: SDL079553502,Overview The present lifestyle of our society is forcing us to be more health conscious for multiple reasons. But the time and situation of various individuals don't allow them to go to the gym and get proper training. Total Gym 12 Kg Adjustable Dumbbell is a must try for all fitness enthusiasts. Design The whole set consists of 12kg weight plates ; dumbbell rods with rubber grips and a pair of gym gloves. The rubber plates prevent any accidental damages that happen because of dropping the weights. Snapdeal features this sturdy fitness equipment in the best price. The unique design of the product makes it a must have addition to all home gym set-ups. The whole set is detachable and this makes it easy for the user to carry it around when travelling. Build Quality Total Gym 12 Kg Adjustable Dumbbell is another name for perfection as it is made up of top class materials. The rubber plates have the most accurate weights and the dumbbell bars comes with rubber grips. This branded fitness equipment enables its users to work out at home itself and remain in shape. Safety The gloves are made up of 100% pure leather and it has got wrist supports which prevent any possible injury while working out. Consult a Physician before starting a workout routine.
SDL303481738,http://www.snapdeal.com/product/total-gym-12-kg-home/641565858029,Sports & Fitness > Fitness > Fitness Equipment > Total Gym 12 Kg Home Gym With Accessories,http://n2.sdlcdn.com/imgs/a/t/x/Total-Gym-12-Kg-Home-SDL303481738-1-d3ce1.jpg,Total Gym 12 Kg Home Gym With Accessories,Brand : Total Gym Product Type : Weight plates Size : 12 Kg Features : 12 kg home gym ; 14 inch dumbbells ; curl rod ; gym bag SUPC: SDL303481738,12 kg of pure rubber weight ( 2kg x 2 = 4kg and 3kg x 2 = 6kg and 1kg x 2 = 2kg)  ;1 x 3 feet curl rod and 2 x 14 " dumbbell rods ;100% pure leather gym gloves with wrist supporter and 1 gym bag ; wrist band and 2 locks
SDL717687292,http://www.snapdeal.com/product/total-gym-home-gym-adjustable/683563847221,Sports & Fitness > Fitness > Fitness Equipment > Total Gym Home Gym Adjustable Dumbells - 10 Kg,http://n2.sdlcdn.com/imgs/a/y/o/Total-Gym-Home-Gym-Adjustable-SDL717687292-1-7a216.jpg,Total Gym Home Gym Adjustable Dumbells - 10 Kg,Brand : Total Gym Product Type : Dumbbells SUPC: SDL717687292,10 Kg of Pure Rubber Weight ( 2.5kg X 4 = 10 kg )  ; 2 X 14 Inch Dumbbell Rods ;100% Pure Leather Gym Gloves With Wrist Supporter
SDL860144199,http://www.snapdeal.com/product/total-gym-30-kg-home/677778664645,Sports & Fitness > Fitness > Fitness Equipment > Total Gym 30 Kg Home Gym-- 3ft Curl Rod -- 5ft Rod-- 2 X 14 Inch Dumbell Rods-- Curl Rod-- Gym Bag,http://n2.sdlcdn.com/imgs/a/t/z/Total-Gym-30-Kg-Home-SDL860144199-1-3d099.jpg,Total Gym 30 Kg Home Gym, 3ft Curl Rod , 5ft Rod, 2 X 14 Inch Dumbell Rods, Curl Rod, Gym Bag,Brand : Total Gym Product Type : Home Gym SUPC: SDL860144199,TOTAL 30 kg of pure rubber weight( 2kg X 2  ; 3kg X 2  ;5kg X 4 ) ;1 X 3 feet Curl Rod  ;5FT ROD ;+ 2 X 14 " dumbbell Rods ;100% pure leather gym gloves with Wrist Supporter + 1 Gym BaG ; WRIST BAND + 2 Locks
SDL872085597,http://www.snapdeal.com/product/total-gym-20-kg-home/639488714794,Sports & Fitness Fitness Fitness Accessories Total Gym 20 Kg Home Gym--3ft Curl Rod--2x14inch Dumbell Rods--Gym Bag--Gloves--Wrist Band,http://n2.sdlcdn.com/imgs/a/u/l/Total-Gym-20-Kg-Home-SDL872085597-1-26a58.jpg,Total Gym 20 Kg Home Gym,3ft Curl Rod,2x14inch Dumbell Rods,Gym Bag,Gloves,Wrist Band,Brand : Total Gym Product Type : Dumbbells SUPC: SDL872085597,Total 20 Kg Of Pure Rubber Weight( 2kg X 2  ; 3kg X 2  ;5kg X 2 ) ;1 X 3 Feet Curl Rod + 2 X 14 " Dumbbell Rods ;100% Pure Leather Gym Gloves With Wrist Supporter + 1 Gym Bag ; Wrist Band + 2 Locks
SDL077628341,http://www.snapdeal.com/product/total-gym-10-kg-adjustable/666466386393,Sports & Fitness > Fitness > Fitness Equipment > Total Gym 10 Kg Adjustable Dumbell,http://n4.sdlcdn.com/imgs/a/y/3/Total-Gym-10-Kg-Adjustable-SDL077628341-1-09aed.jpg,Total Gym 10 Kg Adjustable Dumbell,Brand: Total Gym Subcategory: Fitness Equipment Size- Material-leather gym gloves Color- Volume-2 dumbbells ;8 weight plates ; 2 gloves Disclaimer:The images represent actual product though color of the image and product may slightly differ. Warranty- SUPC: SDL077628341,Overview For all you weight trainers who are scouting for rubber dumbbells for home based workouts ; a perfect solution is just around the corner. Total Gym adjustable dumbbells (10 kg) top the list of home-based gym options ; much to the comfort and appeal of fitness enthusiasts looking at sculpting their bodies. Materials and Finish Choosing this option comes as a package with 4 weight plates measuring 2.5 kg each ; all made of rubber ; along with 2 dumbbell rods measuring 35.56 cm. As if this was not enough ; the home gym package comes along with a pair of 100% pure leather gym gloves facilitating a firm grip during strenuous weight lifting workouts. The icing on the cake comes through a wrist supporter ; thus making it a comprehensive dumbbells pack. Finer Details Ideally recognized as home-based dumbbells ; the entire package goes a long way in adjusting the distance between the weight plates through the adjustable dumbbell rods adding a great deal of comfort and strength to every workout. An Ideal Gifting Option A choice between buying Total Gym adjustable dumbbells (10 kg) and gifting the same to a die-hard fan of weights is up to you. All you have to do is to simply access Snapdeal and order this fitness package online.
SDL592883916,http://www.snapdeal.com/product/total-gym-20-kg-home/649818557397,Sports & Fitness > Fitness > Fitness Equipment > Total Gym 20 Kg Home Gym-- 3ft Curl Rod -- 5ft Rod-- 2 X 35 cm (14) Dumbell Rods-- Curl Rod-- Gym Bag,http://n1.sdlcdn.com/imgs/a/t/z/Total-Gym-20-Kg-Home-SDL592883916-1-042e7.jpg,Total Gym 20 Kg Home Gym, 3ft Curl Rod , 5ft Rod, 2 X 35 cm (14) Dumbell Rods, Curl Rod, Gym Bag,Brand: Total Gym Subcategory: Home gym Size: - Volume: - Colour: - Material- Disclaimer: The images represent actual product though color of the image and product may slightly differ. % Warranty: - SUPC: SDL592883916,Overview Total gym is the famous brand which deals with fitness equipment. The Total Gym 20 Kg Home Gym ; 3ft Curl Rod ; 5ft Rod ; 2 X 35.56 cms Dumbell Rods ; Curl Rod ; Gym Bag is easily available from Snapdeal at affordable rates. The equipment is ideal for those gymnasts who do not have time to go to the gym and workout at home. Style and Design The Total Gym 20 Kg Home Gym ; 3ft Curl Rod ; 5ft Rod ; 2 X 35.56 cms Dumbell Rods ; Curl Rod ; Gym Bag set is manufactured in the international standard with great design. The durable dumbbell rods and large gym bag are the well-designed product in this set. The rubber plating coating over the plate is of exceptional quality. Durability The world famous fitness equipment company Total Gym is famous for its customer services and product durability. The home gym equipment are made from high standard materials. This help to increase the durability of this home gym set. Specifications The Total gym home set contains 3ft Curl Rod ; 5ft Rod ; 2 X 35.56 cms Dumbell Rods ; Curl Rod and Gym Bag. The total weight of this home gym set is 20 kg.
SDL851802563,http://www.snapdeal.com/product/total-gym-10-kg-home/621328309831,Sports & Fitness > Fitness > Fitness Equipment > Total Gym 10 Kg Home Gym-- 3ft Curl Rod -- 5ft Rod-- 5 X 35 cm Dumbell Rods-- Gym Bag-- Gloves-- W Band,http://n4.sdlcdn.com/imgs/a/t/z/Total-Gym-10-Kg-Home-SDL851802563-1-6bd89.jpg,Total Gym 10 Kg Home Gym, 3ft Curl Rod , 5ft Rod, 5 X 35 cm Dumbell Rods, Gym Bag, Gloves, W Band,Brand: Total gym Subcategory: Home gym Volume: - Material: Size- Colour: Disclaimer: The images represent actual product though color of the image and product may slightly differ. Warranty: - SUPC: SDL851802563,Overview Total Gym is one of the leading brands in the field of bodyweight training. This can be seen as the brand has been in the fitness industry for more than 40 years. If you are looking for products that help you to have a better body ; then you have reached the right place. The Total Gym 10 Kg Home Gym ; 3ft Curl Rod ; 1.52 metres rod and + 5.08 x 35.56 cm Dumbell Rods ; Gym Bag ; Gloves ; W Band is the product you need. Design and Functionality The portable home gym products are designed by the skilled team of Total Gym in such a way that both the first-timers and professionals will find it convenient to use. Each and every product in the package is fully functional and ensured to be of the top quality. Safety and Support The Total Gym products are guaranteed by Home Gym to be completely safe and easy-to-use. The safe home gym products are portable and will look right at place whether at the gym or at home. You can use these products to turn your home into your own gym. Specification The Total Gym 10 Kg Home Gym ; 3ft Curl Rod ; 5ft Rod ; 5.08 X 35.56 cm Dumbell Rods ; Gym Bag ; Gloves ; W Band comes with a total of 10 kg of pure rubber weights of two 2 kg and two 3 kg ; .3 x .91 metres curl rod ; 1.52 metres rod and + 5.08 x 35.56 cm dumbbell rods. For support and convenience ; the package also comes with a 100% pure leather gym gloves with wrist supporter ; 1 gym bag and a wristband with 2 locks.
SDL268031538,http://www.snapdeal.com/product/total-gym-50-kg-home/619671714181,Sports & Fitness > Fitness > Fitness Equipment > Total Gym 50 Kg Home Gym Set With 2 Dumbbell Rods-- 2 Rods-- 3 In 1 Bench And Gym Bag,http://n4.sdlcdn.com/imgs/a/t/x/Total-Gym-50-Kg-Home-SDL268031538-1-38570.jpg,Total Gym 50 Kg Home Gym Set With 2 Dumbbell Rods, 2 Rods, 3 In 1 Bench And Gym Bag,Brand: Total gym Subcategory: Weight plates Size: - Material: - Colour: - Disclaimer: The images represent actual product though color of the image and product may slightly differ. Warranty: - SUPC: SDL268031538,Overview Total Gym is the famous brand which supplies only the top class Gym equipment. Total Gym 50 Kg Home Gym Set with 2 Dumbbell Rods ; 2 Rods ; 3 In 1 Bench and Gym Bag are easily available from Snapdeal. Products are available at affordable rates. This product is especially useful for the home Gymnasts. Style and Design The Total Gym 50 Kg Home Gym Set with 2 Dumbbell Rods ; 2 Rods ; 3 In 1 Bench and Gym Bag set is designed with top quality standards making it comfortable to use. The stylish gym bag is the main attractive item among this equipment. Durability Total Gym is famous for its products standards. Immensely great and lifetime durable products are available from Total Gym. The durable dumbbell rods are made up with highly strong materials. The gym bag can easily withstand all products weights. The products have good grip ; are easy to use and are also popular for its durability. Specifications The Total Gym 50 Kg Home Gym Set is a fitness equipment of weight plates packed with 2 dumbbell rods ; 2 rods ; 3 in 1 bench and gym bag. The total weight of this product is 50kg.
SDL577036460,http://www.snapdeal.com/product/total-gym-home-gym-adjustable/667027107924,Sports & Fitness > Fitness > Fitness Equipment > Total Gym Home Gym Adjustable Dumbells - 8 Kg,http://n3.sdlcdn.com/imgs/a/y/o/Total-Gym-Home-Gym-Adjustable-SDL577036460-1-ae067.jpg,Total Gym Home Gym Adjustable Dumbells - 8 Kg,Brand : Total Gym Product Type : Dumbbells SUPC: SDL577036460,8 Kg of Pure Rubber Weight ( 2kg X 4 = 8kg ) 2 X 14 Inch Dumbbell Rods ;100% Pure Leather Gym Gloves With Wrist Supporter
